,cycle,ambient_temperature,datetime,sense_current,battery_current,battery_impedance,rectified_impedance,Re,Rct
124,125,24,2008-05-07 12:54:18,(831.7470703125-27.28960418701172j),(326.5587158203125-92.74822235107422j),(0.16495085554967256-0.12880088564741868j),(0.09444275230136553-0.002057631067742081j),0.07186743983607999,0.09465159812302526
125,126,24,2008-05-07 16:27:34,(836.349365234375-26.906309127807617j),(322.0263366699219-90.890625j),(0.16495822483157807-0.1289053486969172j),(0.09945371619655247-0.002963629946505151j),0.07290881656804299,0.0968587759009549
126,127,24,2008-05-07 17:51:59,(832.2379150390625-24.310909271240234j),(324.2398681640625-92.73934936523438j),(0.1657125530902789-0.12820948757578818j),(0.09612353507056895-0.0025149939713471417j),0.07182020327017155,0.09406289629370085
127,128,24,2008-05-07 21:24:14,(834.731689453125-28.557819366455078j),(324.9131164550781-87.8848876953125j),(0.16498162229305602-0.12982280481538278j),(0.09691060721274841-0.0017097897843528509j),0.0725103674563298,0.09660159139822988
128,129,24,2008-05-07 22:48:38,(834.1033325195312-26.631620407104492j),(325.1329345703125-92.89384460449219j),(0.1651753976483669-0.1285125326227605j),(0.0972487103741298-0.0014206307412143236j),0.07177478049617578,0.09532003488084542
129,130,24,2008-05-08 02:21:54,(835.9801025390625-26.620006561279297j),(323.2469177246094-90.94509887695312j),(0.16489518918801166-0.12918528899772463j),(0.09748478678776533-0.0014876175246142443j),0.07088794010729621,0.09740741420439394
130,131,24,2008-05-08 03:46:09,(833.119873046875-25.816879272460938j),(325.81939697265625-92.6342544555664j),(0.16531774860048928-0.128985403956847j),(0.09657071481679254-0.002234362544184833j),0.07036836968833657,0.09274330283644272
131,132,24,2008-05-09 11:53:10,(834.8876953125-26.488075256347656j),(322.5868225097656-93.37706756591797j),(0.16537137722915035-0.12825143660581986j),(0.09835200088341686-0.002041781530080319j),0.07141473238066469,0.09614920599785416
132,133,24,2008-05-09 13:19:35,(827.4846801757812-26.851167678833008j),(332.27496337890625-92.46701049804688j),(0.1629468468371777-0.1276444187387971j),(0.09187006965024327-0.00179284520355701j),0.07075152805097641,0.09048196250260114
133,134,24,2008-05-09 21:21:03,(828.7230224609375-24.464590072631836j),(329.4365234375-93.88157653808594j),(0.16353388408145003-0.1268203385922345j),(0.09192918975837212-0.0022309174057720225j),0.07083150479026026,0.09066604075689752
134,135,24,2008-05-10 00:49:59,(833.3571166992188-26.822362899780273j),(325.4539794921875-92.96995544433594j),(0.16430570338131392-0.1280792535179621j),(0.09390830898211311-0.000963897462667163j),0.07030413873328058,0.0930529362512398
135,136,24,2008-05-10 02:14:42,(828.5060424804688-24.75213623046875j),(330.8200988769531-95.01771545410156j),(0.16196770910117425-0.1260897660889714j),(0.09257864828585444-0.00131770937830141j),0.07118362015441645,0.0928235588614077
136,137,24,2008-05-10 05:46:15,(834.1369018554688-24.533647537231445j),(324.93377685546875-93.63948059082031j),(0.16669492230115632-0.12705215390616115j),(0.09650959180607593-0.003021918380944852j),0.07156671814928477,0.09367023927457886
137,138,24,2008-05-10 07:10:49,(825.7876586914062-25.629709243774414j),(333.4120178222656-93.50733947753906j),(0.1615475611808031-0.12759124063168312j),(0.09437879164503615-0.00226437375542966j),0.07131586967408446,0.09263070337895823
138,139,24,2008-05-10 10:44:07,(832.3193969726562-25.393402099609375j),(325.17138671875-92.70685577392578j),(0.16552927368351067-0.12854132543677513j),(0.09486260064585192-0.002920771385736285j),0.07235057565104601,0.09440345976365576
139,140,24,2008-05-10 12:08:32,(830.2366333007812-26.319822311401367j),(328.8185729980469-91.424560546875j),(0.16263018328772838-0.12826289478017358j),(0.09286733767784255-0.002258109745269188j),0.07082699476931537,0.09249135121320001
140,141,24,2008-05-10 15:39:59,(834.5181274414062-27.8531436920166j),(324.9049377441406-89.99317169189453j),(0.1645224394027771-0.12975671295826932j),(0.0954101066851265-0.0015510500121386373j),0.07033788263426383,0.09507092273616935
141,142,24,2008-05-10 17:04:16,(830.816162109375-26.097536087036133j),(326.2738952636719-94.03483581542969j),(0.164608050899713-0.1278894039190802j),(0.09280687497963899-0.0017574109975297247j),0.0712990567757895,0.09306498833833467
142,143,24,2008-05-10 20:35:57,(834.4945068359375-26.441301345825195j),(324.09674072265625-93.15862274169922j),(0.16602986449826304-0.12823782287723207j),(0.09653026646404972-0.0011812827751201138j),0.07148316063857231,0.09546831610525248
143,144,24,2008-05-10 22:00:05,(831.164306640625-25.52446746826172j),(327.508544921875-94.47418212890625j),(0.16539767214056172-0.12688986646688338j),(0.09273238813226448-0.0019138444398030829j),0.07153178049404317,0.09395541657590765
144,145,24,2008-05-11 01:33:24,(834.8362426757812-25.96343231201172j),(324.70318603515625-91.73731231689453j),(0.16540404996883495-0.1285483688014837j),(0.09938333921259618-0.0025424019437560634j),0.07177878179971342,0.09678915937102545
145,146,24,2008-05-11 02:57:32,(831.6630859375-26.16106605529785j),(327.7696533203125-93.18753051757812j),(0.16390855355260373-0.12786763092936462j),(0.09377083009772366-0.002617426779624454j),0.07210470131692288,0.09426903728901763
146,147,24,2008-05-11 06:23:30,(833.6939086914062-28.69745635986328j),(323.2066955566406-90.94986724853516j),(0.16593067849937726-0.1298644026786357j),(0.09852059532010385-0.0021582948959408864j),0.07217659052012376,0.09731548106056298
147,148,24,2008-05-11 07:47:30,(831.3948974609375-27.31296157836914j),(326.2449645996094-91.0154800415039j),(0.16418915867246794-0.12869944876991612j),(0.09582000235055388-0.001823568156158829j),0.07254046891986726,0.09511625677952429
148,149,24,2008-05-11 11:20:49,(836.4165649414062-28.31066131591797j),(322.26593017578125-91.4552993774414j),(0.16601379565804708-0.12834112570616554j),(0.09953715606921942-0.002548027997843714j),0.07275773932145782,0.09742370041141407
149,150,24,2008-05-11 12:44:40,(833.4002075195312-25.8463191986084j),(325.4817810058594-93.00482177734375j),(0.16503451700010696-0.12759553336416754j),(0.09546402285565399-0.0022495112413797517j),0.07242420049463154,0.09419821095899443
150,151,24,2008-05-11 16:18:00,(834.9653930664062-27.334707260131836j),(322.4667053222656-92.30282592773438j),(0.16601619489154268-0.1281905022369282j),(0.0982481287441832-0.0020067403157631248j),0.07161196696477634,0.09618267512171286
151,152,24,2008-05-11 17:41:53,(832.7235717773438-25.290790557861328j),(325.4808654785156-94.56746673583984j),(0.1644974342269488-0.12677901105797926j),(0.0950253611979035-0.0022137091076809036j),0.07177274897642728,0.09431269324325077
152,153,24,2008-05-11 21:15:14,(836.7200317382812-28.888643264770508j),(321.62286376953125-88.15071105957031j),(0.1644851617872056-0.12965181028628364j),(0.09834117157973117-0.0014760389172420987j),0.07236285655797875,0.09800608224040097
153,154,24,2008-05-11 22:38:57,(833.4747314453125-25.500953674316406j),(326.36773681640625-93.38252258300781j),(0.16550036870788148-0.1276476781819226j),(0.09488430735793622-0.0017702116009482639j),0.07197325031942853,0.09403994753481937
154,155,24,2008-05-12 02:05:00,(835.7928466796875-30.064455032348633j),(321.6661071777344-88.89592742919922j),(0.16415636439633408-0.12889187964951596j),(0.09971272865544756-0.002521687888055202j),0.07217187946582546,0.09754420653220938
155,156,24,2008-05-12 03:28:34,(833.0687866210938-25.014188766479492j),(324.9841003417969-93.7803955078125j),(0.16583796831390177-0.12767889785741002j),(0.09418871887433486-0.00264217331351595j),0.07218496036569667,0.09436432368311946
156,157,24,2008-05-12 12:24:36,(837.6016845703125-24.75748062133789j),(319.69384765625-92.98798370361328j),(0.16623703476874077-0.12807625054782612j),(0.10086017601568846-0.002746685184885403j),0.07327514105662862,0.09816756377374604
157,158,24,2008-05-12 13:48:19,(830.7147827148438-25.79149055480957j),(327.3682861328125-94.01103210449219j),(0.16447413776401254-0.1280889915424003j),(0.0953215455011082-0.0022866031276290166j),0.07255344400984245,0.09400039614590885
158,159,24,2008-05-12 19:51:52,(830.6494140625-26.993581771850586j),(326.7838134765625-93.53616333007812j),(0.16473731055792484-0.1274807685355373j),(0.09540361405133599-0.0018759645600605673j),0.07279898453381024,0.0935192293551594
159,160,24,2008-05-12 23:21:19,(836.7176513671875-27.60700798034668j),(322.433349609375-91.8255386352539j),(0.16530446306248786-0.1287484309604692j),(0.09764959032748198-0.0029187860935742864j),0.0737422116355231,0.09682011701371697
160,161,24,2008-05-13 00:44:53,(831.2711181640625-27.096715927124023j),(326.8634338378906-92.15763854980469j),(0.1635937952932392-0.12687025532617285j),(0.09309884144475156-0.0016225858133044333j),0.07230626414964644,0.09373318368991343
161,162,24,2008-05-13 04:03:26,(836.4312744140625-27.945634841918945j),(322.00177001953125-92.24596405029297j),(0.16517787819402913-0.12876702259903347j),(0.10001366964151762-0.0016629508263627023j),0.07351181896001253,0.09784840606777727
162,163,24,2008-05-13 05:26:51,(833.3089599609375-28.218685150146484j),(325.3684387207031-91.15229034423828j),(0.16474655132986168-0.12880874812186166j),(0.0972405233594872-0.002271232361644857j),0.0731481609531371,0.09450117088751923
163,164,24,2008-05-13 08:52:05,(836.2713012695312-29.25965118408203j),(320.90728759765625-89.62495422363281j),(0.1646937189655291-0.12984072920779763j),(0.10091990279748524-0.003205390752858013j),0.07363095072187217,0.09872074778143794
164,165,24,2008-05-13 10:15:02,(831-26.509151458740234j),(328.335693359375-92.86642456054688j),(0.16589288853215944-0.1276998714030108j),(0.09479698920289222-0.0021561793320783226j),0.07258698856788243,0.0942767204381327
165,166,24,2008-05-13 13:48:25,(838.6788940429688-29.175006866455078j),(320.4103698730469-89.52136993408203j),(0.16561368496955006-0.12912411031407534j),(0.10213689177089937-0.0013856405318619291j),0.07483720295528123,0.09855595497783809
166,167,24,2008-05-13 15:11:42,(831.7431030273438-25.225852966308594j),(326.6074523925781-93.47286987304688j),(0.16466757275573835-0.1279715155894122j),(0.09467511392938487-0.001579145966021102j),0.07231062653103708,0.09437378694839117
167,168,24,2008-05-13 18:32:21,(837.4427490234375-29.232995986938477j),(320.6596374511719-90.49246215820312j),(0.16476348782684655-0.12928401225565905j),(0.09974259664889451-0.002377419413922087j),0.07422880685868813,0.09794583413307753
168,169,24,2008-05-13 19:55:29,(832.8667602539062-25.32793617248535j),(326.9081726074219-91.85421752929688j),(0.163696355978878-0.1284295244235261j),(0.09437734952223596-0.0016613459723171043j),0.07185660712942502,0.09376323440193435
169,170,24,2008-05-13 23:27:26,(837.6431274414062-28.41629409790039j),(318.9374694824219-87.9088134765625j),(0.16372055685335257-0.12939147306654467j),(0.09863017594882618-0.0018329791495527304j),0.07359262883289279,0.09794263420249376
170,171,24,2008-05-14 00:50:35,(833.2789916992188-28.58391761779785j),(324.0180358886719-92.36572265625j),(0.1649404548575895-0.128254896220639j),(0.09537755620262049-0.0016322261021184782j),0.07355530338796804,0.09481493549893713
171,172,24,2008-05-14 04:23:57,(838.0777587890625-29.13534164428711j),(319.3089294433594-91.30950164794922j),(0.16398456206220788-0.12928160037967984j),(0.09901560007440845-0.001632476722603647j),0.07428961541366103,0.09782803971993742
172,173,24,2008-05-14 05:46:58,(832.8089599609375-26.675256729125977j),(325.6044921875-91.57831573486328j),(0.16458345692642393-0.12800659034142153j),(0.09601413224114169-0.0020566097849908675j),0.07377742233884306,0.09550761968799028
173,174,24,2008-05-14 09:20:22,(840.5189208984375-28.161123275756836j),(318.7587890625-88.25333404541016j),(0.16300438587623517-0.1296630810334804j),(0.10200294227112872-0.0024404798537394114j),0.07436247289279864,0.100297485432866
174,175,24,2008-05-14 10:43:12,(834.641357421875-27.744449615478516j),(324.0550231933594-93.66185760498047j),(0.1647777538291117-0.1287268934484984j),(0.0958180265703705-0.0014378972807061253j),0.07280893667527459,0.09466825353513973
175,176,24,2008-05-14 14:03:22,(838.4014892578125-31.638608932495117j),(318.1436462402344-86.68634033203125j),(0.1626261177579291-0.12980798026833082j),(0.10062599214273425-0.0020360527921177833j),0.07308819155500623,0.10028552688952369
176,177,24,2008-05-14 15:26:13,(834.0112915039062-26.484275817871094j),(324.9364929199219-91.35686492919922j),(0.16471378830220668-0.12887227011183366j),(0.0964946686804481-0.0017917589884815198j),0.07423988397360735,0.09455851844360653
177,178,24,2008-05-14 18:59:38,(838.095947265625-30.127321243286133j),(319.2085876464844-88.31645202636719j),(0.1643199060216818-0.12947591323112917j),(0.10248810740844982-0.0026474626087812426j),0.07390565956199621,0.10034826354300655
178,179,24,2008-05-14 20:22:30,(831.8796997070312-26.759050369262695j),(326.9358825683594-92.77435302734375j),(0.16552505124937178-0.12788871154395487j),(0.09667300375747152-0.0024348806429079248j),0.07351251053388887,0.09455928328741696
179,180,24,2008-05-14 23:55:55,(838.5093994140625-27.44955825805664j),(320.741943359375-90.9833755493164j),(0.1662211943851285-0.12892209877293856j),(0.09974957648904949-0.0026588127727443537j),0.07406486350284623,0.09903658397481056
180,181,24,2008-05-15 01:18:37,(830.17138671875-28.859498977661133j),(327.73541259765625-91.10816192626953j),(0.16314170874845665-0.12952905427041264j),(0.09750677685678126-0.0025621272867106045j),0.07290767778143425,0.09500166880506605
181,182,24,2008-05-15 04:52:04,(839.5737915039062-29.56963539123535j),(319.3389892578125-88.87606048583984j),(0.1636654995309132-0.13035538542774364j),(0.10107133585225983-0.0022474682107340364j),0.07434066648007011,0.10067908230747398
182,183,24,2008-05-15 06:14:38,(831.619873046875-28.06936264038086j),(325.773681640625-89.87361145019531j),(0.163310602283087-0.129807953160851j),(0.09521370165160238-0.001511912688604183j),0.07276351441984508,0.0952721862664049
183,184,24,2008-05-15 09:48:03,(839.4080200195312-27.70339012145996j),(319.05517578125-89.85110473632812j),(0.16405192247216066-0.12907378937078764j),(0.1024369482938758-0.0027050107499959185j),0.0749835856113319,0.1003809603504959
184,185,24,2008-05-15 11:10:28,(832.5423583984375-27.923707962036133j),(323.3050537109375-91.75704956054688j),(0.1648444489552717-0.1286148388411201j),(0.09511563747697399-0.002113933837872404j),0.07280904458053215,0.09417469896249388
185,186,24,2008-05-15 14:38:58,(839.8350219726562-28.974382400512695j),(318.1181335449219-90.11064910888672j),(0.16422491476999143-0.1288032009783216j),(0.10055457087418072-0.002519441243194035j),0.07363422580248341,0.10034341350119641
186,187,24,2008-05-15 16:01:23,(833.2049560546875-27.93762969970703j),(325.2525329589844-92.63740539550781j),(0.16429653179344586-0.12855886729687652j),(0.09612106112216073-0.0014181940161519123j),0.07366216781831048,0.09401252729903897
187,188,24,2008-05-15 19:24:46,(839.6814575195312-29.71161651611328j),(318.8992614746094-87.39452362060547j),(0.16323775271991733-0.12916701424083313j),(0.1010209808867051-0.0032152991206381995j),0.07495654638579109,0.0986748779007716
188,189,24,2008-05-15 20:47:12,(832.74072265625-26.760440826416016j),(325.66119384765625-90.54825592041016j),(0.16380889469930948-0.12875981183872004j),(0.0942561701072245-0.0016597152756227306j),0.07300473215689747,0.09488419183565079
189,190,24,2008-05-16 00:09:33,(839.9924926757812-31.539567947387695j),(317.760009765625-88.80261993408203j),(0.16397353047047747-0.12948026522628797j),(0.10167091698618795-0.0023041641833138043j),0.075132937700244,0.09988518450397564
190,191,24,2008-05-16 22:28:31,(831.818359375-26.80193328857422j),(327.2978515625-92.9461669921875j),(0.16574856628393153-0.12860634159675055j),(0.09609693303674927-0.0026362216490182326j),0.07456415358800406,0.09465513038241297
191,192,24,2008-05-17 02:00:12,(841.1317138671875-29.975934982299805j),(316.0346374511719-90.3623275756836j),(0.16228661149417353-0.12914629561236257j),(0.1019473546688154-0.002553011489844403j),0.07592804413673004,0.10032970664387303
192,193,24,2008-05-17 03:22:47,(832.3148193359375-25.514680862426758j),(326.0382995605469-95.08712005615234j),(0.1661922248187469-0.12776375744444896j),(0.09587507111861822-0.002207625542503136j),0.07343307367232554,0.09496461248763269
193,194,24,2008-05-17 06:53:18,(839.4683837890625-28.365097045898438j),(317.9449768066406-89.25775909423828j),(0.16308646839935248-0.12863850884730077j),(0.10151795768101969-0.0027068255778675775j),0.07550871785129283,0.10116073256897913
194,195,24,2008-05-17 08:15:45,(834.63427734375-27.617097854614258j),(323.2778015136719-93.53378295898438j),(0.1640994719201803-0.12763063753265155j),(0.09684950212680796-0.0022256621424555493j),0.07401683695868191,0.09598514883171738
195,196,24,2008-05-17 11:49:14,(839.9746704101562-27.375215530395508j),(318.5003356933594-91.05858612060547j),(0.16442944751240277-0.12812948883036493j),(0.10069578120448407-0.0023174694347916818j),0.07460959963253604,0.10145892418195081
196,197,24,2008-05-17 13:11:30,(834.2341918945312-28.75246238708496j),(324.8321533203125-90.83917999267578j),(0.1642420952345383-0.1288303498711015j),(0.09596572344430854-0.0023821173218076474j),0.07392462060613289,0.09596990760137802
197,198,24,2008-05-17 16:43:35,(839.4710083007812-29.8689022064209j),(318.55999755859375-88.0592269897461j),(0.16263377650243127-0.13012515260998836j),(0.10080444371122985-0.0027360468659342343j),0.07487960335651152,0.10060335245891304
198,199,24,2008-05-17 18:05:53,(834.016845703125-27.430347442626953j),(323.5072021484375-90.44166564941406j),(0.16339796096020562-0.12863123736804868j),(0.09647584588385477-0.0016652865000093657j),0.07350439612412557,0.09612015257573586
199,200,24,2008-05-17 21:38:49,(840.0949096679688-28.639198303222656j),(318.3152160644531-89.60936737060547j),(0.1641620075772398-0.1294816426494218j),(0.10382855791644562-0.0024398344170043942j),0.07528060880004324,0.10254518763662164
200,201,24,2008-05-17 23:00:48,(832.104736328125-29.5720157623291j),(327.7884216308594-89.35701751708984j),(0.16183979935476528-0.13012602817285635j),(0.09516612540840572-0.0013213503632577067j),0.07264208276353092,0.09534113281992042
201,202,24,2008-05-18 02:33:17,(841.0575561523438-29.79448127746582j),(318.4268493652344-88.82928466796875j),(0.1632706476683753-0.1292143244858778j),(0.10505770363159272-0.0026402789423476294j),0.07499556374166019,0.10138737916427212
202,203,24,2008-05-18 03:55:17,(831.4984130859375-28.738428115844727j),(328.4699401855469-90.1158218383789j),(0.163536952319355-0.12900435911574698j),(0.09657581899447423-0.0017369312178944578j),0.07311999977664198,0.09592311750334574
203,204,24,2008-05-18 07:28:48,(842.2860107421875-29.481281280517578j),(315.8049011230469-88.29277038574219j),(0.1622477671371841-0.12951505413020015j),(0.104521964386911-0.0026925415989696748j),0.07635857115497807,0.1014317733775896
204,205,24,2008-05-18 08:50:48,(834.67236328125-29.057161331176758j),(323.40087890625-90.6333999633789j),(0.16400003249530024-0.12897385444157114j),(0.09765036801867255-0.0016153757581364465j),0.07352773427813793,0.09722971147738375
205,206,24,2008-05-18 12:12:46,(842.1421508789062-29.366771697998047j),(316.8780822753906-90.0990982055664j),(0.16343374957293144-0.12951567660997068j),(0.10290226068806839-0.0023743841948906793j),0.07477686532784665,0.10280887562042597
206,207,24,2008-05-18 13:34:37,(831.1140747070312-29.175710678100586j),(326.3063049316406-90.32659912109375j),(0.16483531227065537-0.1286306606066733j),(0.09876060926315768-0.0029797602690541437j),0.07365221366344325,0.09623949046601309
207,208,24,2008-05-18 17:04:27,(844.2537841796875-31.228588104248047j),(313.8056335449219-87.27020263671875j),(0.15956129980809888-0.12910876467917526j),(0.10417193007651866-0.0022303702797628333j),0.07601129120974016,0.10207495349364025
208,209,24,2008-05-18 18:26:10,(835.2703247070312-29.36414909362793j),(323.0008239746094-89.59187316894531j),(0.16486906930018114-0.12856897434949616j),(0.09639653122829445-0.0017829192690017928j),0.0738708282490051,0.09642311008921206
209,210,24,2008-05-18 21:59:40,(841.9111328125-27.589641571044922j),(316.064697265625-90.41283416748047j),(0.16340565617830846-0.12926159743937332j),(0.1050866639127362-0.0027106118999123633j),0.07632337493459862,0.1024320211016061
210,211,24,2008-05-18 23:21:28,(834.27587890625-27.895275115966797j),(323.87939453125-90.98392486572266j),(0.16530157728017186-0.12958968346475447j),(0.09813999062683394-0.002074074640429691j),0.07357181902429763,0.09759059351551938
211,212,24,2008-05-19 02:55:02,(843.2933349609375-28.563459396362305j),(316.66705322265625-89.68896484375j),(0.16352392476453947-0.12878217927221094j),(0.10394981102704523-0.002037092443415835j),0.0749954456773232,0.10259630569279
212,213,24,2008-05-19 04:16:50,(835.472900390625-28.681201934814453j),(323.75238037109375-89.63115692138672j),(0.16434352482965225-0.12852434821042272j),(0.09937795040969646-0.0014083234488131238j),0.07457692199537422,0.098332863281485
213,214,24,2008-05-19 07:49:12,(842.3804931640625-31.99886703491211j),(316.9826354980469-88.12410736083984j),(0.16138398871598938-0.12953929795231553j),(0.10424985430060538-0.002988475179387581j),0.07655910700249269,0.10301800475787612
214,215,24,2008-05-20 02:06:32,(832.3934936523438-27.629423141479492j),(325.1837158203125-90.95064544677734j),(0.16571573563716946-0.1280963896679121j),(0.09741461494841314-0.0017833193657770799j),0.07348534244575625,0.09721507881558597
215,216,24,2008-05-20 05:40:03,(841.887939453125-28.74826431274414j),(316.2695617675781-89.34414672851562j),(0.16225435283073064-0.12978402453529458j),(0.10299305348433822-0.0028901015099980277j),0.07627816468715698,0.10209285250394709
216,217,24,2008-05-20 07:01:47,(832.8430786132812-26.31339454650879j),(325.5894470214844-91.46222686767578j),(0.1657357599481203-0.12938368942097905j),(0.09664776124651688-0.0011184279231855447j),0.07200798231511968,0.09467221621756744
217,218,24,2008-05-20 10:35:19,(841.10107421875-28.036975860595703j),(316.9610595703125-90.12677001953125j),(0.16232198101255835-0.12881450759498903j),(0.1031693746952144-0.003124339621527473j),0.07628105077777647,0.10123049924820199
218,219,24,2008-05-20 11:56:55,(834.6632080078125-27.90791893005371j),(323.8729248046875-90.81620025634766j),(0.16324444241207017-0.1298467685341612j),(0.09725181327046319-0.0021682805346672366j),0.07340853801638215,0.09646817904064085
219,220,24,2008-05-20 15:25:23,(841.5241088867188-29.168149948120117j),(316.95611572265625-87.76996612548828j),(0.1624468821505056-0.1296578250793203j),(0.10451921495731951-0.0021092045351007154j),0.07559149558239868,0.10170048160813132
220,221,24,2008-05-20 16:46:59,(833.6845703125-27.836240768432617j),(324.3405456542969-90.26289367675781j),(0.1639307992489835-0.1289274039763523j),(0.09618857620520453-0.0019856244625139877j),0.07368975629679228,0.09703678483745568
221,222,24,2008-05-20 20:18:35,(842.732421875-30.521751403808594j),(315.17620849609375-88.48103332519531j),(0.16205089234201978-0.1289554269724941j),(0.10519382882772568-0.003094431246387653j),0.07436926956755013,0.10195116957544287
222,223,24,2008-05-20 21:40:11,(833.5330200195312-27.656024932861328j),(325.5085754394531-91.18272399902344j),(0.16435418699145407-0.1297434460715025j),(0.09580369728576264-0.0019290591710236567j),0.07251824118465043,0.09465591179063428
223,224,24,2008-05-21 01:07:35,(842.4682006835938-30.663606643676758j),(316.40338134765625-86.87796783447266j),(0.16027239631175647-0.12967969301730392j),(0.10535045463186479-0.001809142003480429j),0.07554946383264172,0.1033905552179119
224,225,24,2008-05-21 02:29:02,(835.5140991210938-28.116464614868164j),(324.4100646972656-91.43196105957031j),(0.16362069537659416-0.12857148403239657j),(0.0983152238175357-0.002341621427872761j),0.07383014762823663,0.09770882689347758
225,226,24,2008-05-21 05:52:23,(841.6646728515625-29.82366180419922j),(317.59326171875-89.44059753417969j),(0.16280030536979342-0.12999757422499916j),(0.10311938056534359-0.0019808194387488692j),0.07543780913259987,0.10190222500615645
226,227,24,2008-05-21 07:13:41,(833.5140380859375-27.57356071472168j),(323.52069091796875-89.89314270019531j),(0.16554659200869784-0.12993704198757985j),(0.09774852272968798-0.001710365447308886j),0.07329562021253073,0.09701097507123445
227,228,24,2008-05-21 10:46:01,(842.4713134765625-31.63640594482422j),(315.29290771484375-87.82709503173828j),(0.16214934775669118-0.12895922897756618j),(0.10440275644314366-0.0031671504375354173j),0.0752830478385875,0.10212799871439257
228,229,24,2008-05-21 12:07:20,(834.913330078125-29.911474227905273j),(324.566650390625-87.474853515625j),(0.1648279595743787-0.12977624707546515j),(0.09898153342606325-0.0024354703996897413j),0.07358700423436104,0.0984700686918705
229,230,24,2008-05-21 15:38:16,(843.5482788085938-29.18988037109375j),(314.995849609375-89.99398040771484j),(0.16174073148653256-0.12886766113463494j),(0.10210676631670769-0.0024326435975787174j),0.07504265846305132,0.10234809729911541
230,231,24,2008-05-21 16:59:36,(833.2081909179688-29.018821716308594j),(322.8992614746094-90.61162567138672j),(0.16357828892071077-0.1291399700940094j),(0.0967927626432315-0.0019483705379209192j),0.07299830246064513,0.09674804588399895
231,232,24,2008-05-21 20:30:05,(841.6339721679688-28.374008178710938j),(318.6598815917969-89.71228790283203j),(0.1640164018134412-0.12823530820501178j),(0.10433684410074619-0.0029467068449236756j),0.07493083270026814,0.10316530446995302
232,233,24,2008-05-21 21:51:16,(833.7728271484375-30.121414184570312j),(325.20672607421875-88.5945053100586j),(0.1646784762151172-0.13007377709510168j),(0.09814213608878013-0.0018996595459348134j),0.07317671448765889,0.09789006335131165
233,234,24,2008-05-22 01:10:54,(843.0715942382812-30.978517532348633j),(315.2227478027344-88.09014129638672j),(0.16232332606365174-0.13016296961881704j),(0.10375888527168811-0.0026020589680724486j),0.07555918138378297,0.10171557782292613
234,235,24,2008-05-22 02:32:06,(836.2259521484375-28.089385986328125j),(323.08148193359375-89.76355743408203j),(0.1649523798935118-0.12958065108133082j),(0.09966543827162033-0.0022178005033162236j),0.07330671757566318,0.09867203700323107
235,236,24,2008-05-22 06:00:35,(841.4566040039062-30.52839469909668j),(318.1168518066406-89.30030059814453j),(0.16430075901939578-0.1288291836888323j),(0.105295769919171-0.0029126572778572775j),0.07529135855581007,0.10399050592213124
236,237,24,2008-05-22 07:21:37,(835.8665161132812-29.682710647583008j),(323.25128173828125-88.14297485351562j),(0.16401271994344507-0.13019688453695788j),(0.09927232267179661-0.0024484366009162773j),0.07381497446326195,0.09966717133921947
237,238,24,2008-05-22 10:51:17,(844.1546630859375-29.89008140563965j),(312.73974609375-90.53626251220703j),(0.16120256713309927-0.12793278387171347j),(0.10444576031616604-0.0027737589150007105j),0.07695888745317593,0.10278141799912464
238,239,24,2008-05-22 12:12:19,(835.3551635742188-26.504016876220703j),(323.9183349609375-92.01673889160156j),(0.16523812272963512-0.12846099377283063j),(0.09985848835256024-0.002382588186254415j),0.0749168340838373,0.09740913121594287
239,240,24,2008-05-22 15:45:53,(842.2762451171875-30.06718635559082j),(315.5692138671875-88.20244598388672j),(0.16182911722384574-0.12976513856137312j),(0.1062984271700141-0.002330791861480322j),0.07582454225155175,0.10410637069985224
240,241,24,2008-05-22 17:06:57,(835.3626708984375-27.767902374267578j),(322.03631591796875-92.83194732666016j),(0.16473459361518436-0.12889429734135674j),(0.09831678160250377-0.0020648373336852118j),0.07319733067893863,0.0986378767270153
241,242,24,2008-05-22 20:27:44,(842.0877685546875-31.08515167236328j),(315.4395446777344-86.34246063232422j),(0.15983797435737032-0.12826936623359006j),(0.1058459267389804-0.001969593661975132j),0.07591191584477391,0.10494385154400138
242,243,24,2008-05-22 21:48:39,(837.5091552734375-27.032503128051758j),(319.2527770996094-90.97633361816406j),(0.1642922746889565-0.12804037496241605j),(0.10065050487544244-0.0021972235929841074j),0.07412387969571942,0.09846760988701693
243,244,24,2008-05-23 11:41:10,(844.4008178710938-29.438159942626953j),(312.4096374511719-88.73655700683594j),(0.15909222782534002-0.12764171470599428j),(0.1060495255578471-0.002583770983680636j),0.07629297155319334,0.10647126315333194
244,245,24,2008-05-23 13:02:15,(835.9153442382812-28.168943405151367j),(321.4936828613281-91.98904418945312j),(0.16457109618139723-0.12799617204586083j),(0.09761812874757375-0.001306181480389449j),0.07444944766297028,0.09763490351376954
245,246,24,2008-05-23 21:03:54,(834.3035278320312-26.092437744140625j),(323.0765380859375-92.08553314208984j),(0.16477452700131584-0.12831025673034682j),(0.09739030447966025-0.002197038546544298j),0.07429801976099379,0.09727249699620968
246,247,24,2008-05-24 00:37:15,(840.45947265625-27.557411193847656j),(315.82659912109375-90.55200958251953j),(0.16336936287182746-0.1290039488717214j),(0.10536059625714797-0.0031989976154113177j),0.0752876188558989,0.10131281846755223
