,cycle,ambient_temperature,datetime,sense_current,battery_current,battery_impedance,rectified_impedance,Re,Rct
126,127,24,2008-05-07 17:51:59,(834.3182983398438-28.089168548583984j),(324.0882568359375-89.3836898803711j),(0.1621308442998304-0.12333936432504916j),(0.07387768150366535-0.00011295367588833642j),0.05218773955758448,0.0730264613396324
127,128,24,2008-05-07 21:24:14,(838.0062866210938-31.25885009765625j),(321.4388122558594-87.44496154785156j),(0.1658532432496607-0.12456959564772249j),(0.0751531982842602-0.0003105343138781389j),0.05194895745860293,0.07469906780400354
128,129,24,2008-05-07 22:48:38,(834.9199829101562-30.363920211791992j),(323.9123229980469-87.66157531738281j),(0.16314559939319973-0.12395462877222868j),(0.07444734602255747-0.0005543132344452904j),0.051323546192023374,0.07394056507406407
129,130,24,2008-05-08 02:21:54,(837.89013671875-30.020353317260742j),(320.61767578125-88.46699523925781j),(0.1666885141983371-0.1244460464336649j),(0.07780476649590257-0.0012537299705486114j),0.05128667477654547,0.07539484013414438
130,131,24,2008-05-08 03:46:09,(837.9815063476562-29.649860382080078j),(319.9340515136719-89.34745788574219j),(0.16612082207679804-0.12367795419662662j),(0.07501471473018727-0.001177151608343769j),0.052841857026562786,0.07385806546031527
131,132,24,2008-05-09 11:53:10,(838.67822265625-31.7495059967041j),(316.6930847167969-87.53336334228516j),(0.16820755609956206-0.12522723548924594j),(0.07803027322372234-0.0008137198390163748j),0.05502813794451862,0.07705920199069437
132,133,24,2008-05-09 13:19:35,(838.0504760742188-29.25785255432129j),(318.80487060546875-89.1277084350586j),(0.1675225948276268-0.12451582969159568j),(0.07594635648857542-0.0007021451699112633j),0.05527266157182866,0.07666481641775076
133,134,24,2008-05-09 21:21:03,(838.8027954101562-30.581096649169922j),(319.91558837890625-88.98133850097656j),(0.1659579452984047-0.12395362345301195j),(0.07687411492965635-0.000621971808382601j),0.05378413050825462,0.07630704682775627
134,135,24,2008-05-10 00:49:59,(839.5377807617188-30.77261734008789j),(318.6296691894531-87.79248809814453j),(0.16805382366555485-0.12551152435657248j),(0.07638013629222733-0.0007949976952115865j),0.05324102311684918,0.07558335014316388
135,136,24,2008-05-10 02:14:42,(838.7300415039062-30.10642433166504j),(318.9315490722656-89.63006591796875j),(0.1680106614210333-0.12394525999570513j),(0.07780916270763236-0.0006500563187127189j),0.05478650507622205,0.07743191172663344
136,137,24,2008-05-10 05:46:15,(837.9951782226562-31.769750595092773j),(320.904541015625-88.81934356689453j),(0.16682161053626196-0.12494849437408759j),(0.07748431149041415-0.0006476627770252285j),0.05273469991494585,0.07574262774043826
137,138,24,2008-05-10 07:10:49,(837.5930786132812-29.185937881469727j),(320.52197265625-89.58853912353516j),(0.1654220992941205-0.12412388799457474j),(0.07702039111774425-0.0006569553100723029j),0.05427689977479273,0.07517125637103751
138,139,24,2008-05-10 10:44:07,(840.5263671875-30.547443389892578j),(317.8841857910156-87.95614624023438j),(0.16736131258837156-0.12467838069296236j),(0.07657223952689085-0.0008837673896877462j),0.054101669766115246,0.07605862048749032
139,140,24,2008-05-10 12:08:32,(836.1131591796875-28.42091941833496j),(321.75360107421875-91.2323989868164j),(0.16658410904423998-0.1239183562979326j),(0.07788104221370747-0.00016641020127008537j),0.05335555094385589,0.07624199701827614
140,141,24,2008-05-10 15:39:59,(839.0559692382812-31.944103240966797j),(320.42523193359375-87.22676086425781j),(0.16628639484115246-0.12560585541820082j),(0.07609123803191822-0.0011432390445639804j),0.053379437619037746,0.0768769249386572
141,142,24,2008-05-10 17:04:16,(838.4269409179688-30.7891845703125j),(318.9956970214844-88.33560943603516j),(0.16713776074158965-0.12438705910788152j),(0.07638017249126527-0.0008985135835487466j),0.05518512471358772,0.0767334331584221
142,143,24,2008-05-10 20:35:57,(842.2691040039062-33.38043975830078j),(316.2439880371094-85.9964599609375j),(0.1690793450949236-0.12633100029239636j),(0.082026083936018-0.0006066546535470725j),0.05523767045005179,0.07884381066373808
143,144,24,2008-05-10 22:00:05,(836.63330078125-33.01899719238281j),(320.9476013183594-86.5940170288086j),(0.1647554048812618-0.12534540489266277j),(0.07880961289753652-3.98356170425873e-05j),0.053994133680981084,0.07773988563055201
144,145,24,2008-05-11 01:33:24,(836.4655151367188-31.92072296142578j),(321.7012939453125-86.58616638183594j),(0.16574382192610546-0.1256638349263951j),(0.08170304462754065-0.0003598374709426212j),0.054439338280930595,0.07785420519610012
145,146,24,2008-05-11 02:57:32,(839.1814575195312-26.76894760131836j),(318.4464111328125-90.0796127319336j),(0.16837089467167402-0.12354285970473612j),(0.07880316633312323-0.0007566855783933462j),0.055109377347250715,0.07623069832622051
146,147,24,2008-05-11 06:23:30,(840.4492797851562-30.400653839111328j),(316.19366455078125-86.39777374267578j),(0.1681570634929633-0.12539089284186067j),(0.08000657847077264-0.0009024998043206257j),0.05405487569096337,0.07821105614795815
147,148,24,2008-05-11 07:47:30,(840.9030151367188-29.722068786621094j),(317.5809631347656-89.83869934082031j),(0.16812512049855868-0.12406948051907754j),(0.07748933611166937-0.0012356685491557767j),0.05479070192432567,0.0771316593546729
148,149,24,2008-05-11 11:20:49,(839.145263671875-31.237430572509766j),(318.0419616699219-85.93916320800781j),(0.1666884400972974-0.12574852786121737j),(0.07717619410654915-0.00011069536665106938j),0.05335322659418541,0.07819867312210359
149,150,24,2008-05-11 12:44:40,(839.1705932617188-30.097749710083008j),(319.31878662109375-88.63164520263672j),(0.16665069686478204-0.12384725208768901j),(0.07562581082172408-0.0006362745845924788j),0.05372850301976263,0.07612674604645071
150,151,24,2008-05-11 16:18:00,(837.7152709960938-32.00560760498047j),(320.3236999511719-86.88097381591797j),(0.1665338006368209-0.12692798659031745j),(0.0787258388863925-0.0008083836167981281j),0.05354779689154472,0.07799840526566774
151,152,24,2008-05-11 17:41:53,(836.057373046875-30.696311950683594j),(321.8879699707031-88.22665405273438j),(0.16636786514934215-0.12482864573533381j),(0.07524474978970352-0.0005322027399145268j),0.05342880437818603,0.07475396587125875
152,153,24,2008-05-11 21:15:14,(839.148681640625-33.00262451171875j),(317.6250305175781-84.45623779296875j),(0.16822869807474658-0.1262676766623978j),(0.07877758865098913-0.000979243004101923j),0.05429631089195726,0.07755605645193993
153,154,24,2008-05-11 22:38:57,(838.6219482421875-28.780765533447266j),(317.80059814453125-88.82017517089844j),(0.16820763482988332-0.12498274463289746j),(0.07902892065515768-0.0005535793228483653j),0.05466184236291413,0.07846015850370025
154,155,24,2008-05-12 02:05:00,(840.941162109375-32.76557922363281j),(316.157470703125-88.20570373535156j),(0.16898830079575838-0.12502780012005243j),(0.07871538427271299-0.001318082566315128j),0.054140507846383475,0.07849103991881125
155,156,24,2008-05-12 03:28:34,(838.7838134765625-29.284494400024414j),(320.6169738769531-91.4150390625j),(0.16713549044465334-0.12290133436817587j),(0.07827223536613152-0.00042055121504857554j),0.053882401638940244,0.0774785569851945
156,157,24,2008-05-12 12:24:36,(840.5425415039062-33.1512451171875j),(318.95098876953125-86.25057983398438j),(0.16703601731543483-0.12501450615506887j),(0.078392060636473-0.0004905809863847792j),0.05497736185369785,0.07863873360391814
157,158,24,2008-05-12 13:48:19,(837.4639892578125-30.964628219604492j),(320.0132751464844-88.55509185791016j),(0.16751774556284443-0.1236781969968339j),(0.07728670697947476-0.001567778631542988j),0.05427616393971161,0.07537775917996459
158,159,24,2008-05-12 19:51:52,(836.3936157226562-31.224502563476562j),(321.8673095703125-88.43412017822266j),(0.1665191154281202-0.12440142369928138j),(0.0785024658150344-0.0010431774946463538j),0.05377474963866314,0.07616309255239219
159,160,24,2008-05-12 23:21:19,(840.3889770507812-32.33622741699219j),(315.9694519042969-85.27207946777344j),(0.16884225279863352-0.12665063957418035j),(0.07910139706408896-0.0009084673733024557j),0.054523978157317556,0.0781727897082057
160,161,24,2008-05-13 00:44:53,(835.8623657226562-29.95612907409668j),(323.625732421875-89.65937042236328j),(0.16490101916556485-0.12358843371035791j),(0.07644130044492425-0.000473931144243654j),0.0531805398246686,0.07546214094908074
161,162,24,2008-05-13 04:03:26,(840.494384765625-30.279666900634766j),(317.2387390136719-89.47834777832031j),(0.16940389092991334-0.12460017763370608j),(0.08049010437341814-0.0009064181079924588j),0.05441238770330601,0.07816806645061
162,163,24,2008-05-13 05:26:51,(838.1065673828125-31.474166870117188j),(319.1726379394531-87.56714630126953j),(0.16787356508581674-0.12429915500255913j),(0.07914959184662276-0.0017965657901771878j),0.05409518971933728,0.07684363196174843
163,164,24,2008-05-13 08:52:05,(838.8255615234375-30.75583267211914j),(319.2142639160156-85.99010467529297j),(0.16720928952271705-0.12579442743514413j),(0.07762507609030976-0.0013040156066103385j),0.05451219205855288,0.07651054614613173
164,165,24,2008-05-13 10:15:02,(840.3230590820312-31.50884437561035j),(317.2434997558594-86.20170593261719j),(0.1678140561294544-0.125435897974139j),(0.07870328737922094-0.0004909154546780893j),0.056164422063534065,0.07769932463139873
165,166,24,2008-05-13 13:48:25,(841.4923706054688-31.015663146972656j),(317.43438720703125-87.17782592773438j),(0.16825161138212527-0.12616689674846743j),(0.07828249806026669-0.000494097361869126j),0.052351911552094406,0.0772564945442686
166,167,24,2008-05-13 15:11:42,(838.749755859375-29.530471801757812j),(319.119873046875-87.89617919921875j),(0.1670466564519132-0.12471923534211944j),(0.07794260723449134-0.0007221793139774059j),0.05561672295492655,0.07570816049932046
167,168,24,2008-05-13 18:32:21,(839.4124755859375-31.648344039916992j),(322.4010009765625-88.22348022460938j),(0.16677312147580056-0.12569167596344596j),(0.07966030936517526-0.0006515895832966312j),0.055582769847162185,0.07723477152073635
168,169,24,2008-05-13 19:55:29,(839.7138061523438-31.823339462280273j),(318.2896728515625-86.70597839355469j),(0.16834879870320774-0.1254501885587832j),(0.08105050079577819-0.0006706790888013988j),0.054893315578426714,0.0784417847890159
169,170,24,2008-05-13 23:27:26,(841.6804809570312-32.99402618408203j),(318.3650207519531-85.11325073242188j),(0.1671511324994991-0.1257532798117744j),(0.07902260551210752-0.0005024889622429423j),0.05474089300471066,0.07901841555586095
170,171,24,2008-05-14 00:50:35,(839.758544921875-32.685302734375j),(318.0429382324219-88.64590454101562j),(0.1672493927452712-0.12463007228074222j),(0.07650165895491336-0.0009869919686061183j),0.05559975704161817,0.07623453799616979
171,172,24,2008-05-14 04:23:57,(842.0643920898438-33.09988021850586j),(314.7809143066406-84.48600769042969j),(0.1677540176981342-0.12666115744488604j),(0.08182998107842838-0.0011245099491268467j),0.055237233438058246,0.0799393133533925
172,173,24,2008-05-14 05:46:58,(836.84912109375-28.546356201171875j),(321.1233825683594-89.98387145996094j),(0.16682366820102634-0.12451867665895278j),(0.07927596226162448-0.0011853713522405316j),0.05396274243560972,0.07868889028954579
173,174,24,2008-05-14 09:20:22,(840.3597412109375-29.12963104248047j),(317.21307373046875-87.40340423583984j),(0.17015625537753987-0.12442991280365039j),(0.08087962714048087-0.0007022336539820797j),0.0572653476857599,0.07942312226110386
174,175,24,2008-05-14 10:43:12,(838.8348388671875-32.22810363769531j),(319.5156555175781-87.04853820800781j),(0.16738547705044104-0.1243445199023163j),(0.07538406158255641-0.0013937124094451957j),0.0541146320474673,0.07612960917607249
175,176,24,2008-05-14 14:03:22,(840.9298095703125-32.569183349609375j),(315.5789794921875-84.40955352783203j),(0.1670518487769697-0.1264583209029692j),(0.07814588680248524-0.0006848946804122527j),0.05107064795051435,0.07876484726875482
176,177,24,2008-05-14 15:26:13,(838.0267333984375-31.114538192749023j),(319.85858154296875-90.27198028564453j),(0.16829579384898175-0.12453627058955705j),(0.07884990235041973-0.000757084431448465j),0.05245305255719061,0.07836888342427649
177,178,24,2008-05-14 18:59:38,(841.1231689453125-31.740806579589844j),(318.23883056640625-86.87736511230469j),(0.1683861717445202-0.12678848296998618j),(0.07990260036973196-0.0001815949477302222j),0.05508857873132331,0.07806701171840846
178,179,24,2008-05-14 20:22:30,(839.7158813476562-29.192581176757812j),(319.1980285644531-87.94976806640625j),(0.16735987673619684-0.12492765245045911j),(0.07730854407317535-0.0007228761367380638j),0.053291029799270764,0.07774180078331032
179,180,24,2008-05-14 23:55:55,(841.2380981445312-32.40569305419922j),(316.4009704589844-85.17750549316406j),(0.16817089766743723-0.12590275189404265j),(0.07963694003857695-0.0006190554151091987j),0.055778574185470456,0.07824269800333249
180,181,24,2008-05-15 01:18:37,(839.3482666015625-29.985591888427734j),(319.5521240234375-90.47322845458984j),(0.16821754933292032-0.12392766625711997j),(0.0776467112738048-4.35910618327882e-05j),0.05374267950314573,0.07767030600334027
181,182,24,2008-05-15 04:52:04,(841.8810424804688-33.2799072265625j),(316.5105285644531-83.3929214477539j),(0.169855381895215-0.1260390371513004j),(0.08110506782354257-0.0009030294497059556j),0.058454793092531966,0.07808837738558039
182,183,24,2008-05-15 06:14:38,(839.9017333984375-29.276838302612305j),(320.4864807128906-88.64335632324219j),(0.16769801720172975-0.12430374372694292j),(0.0778428578971921-0.001169024630237016j),0.05464489394226865,0.07820049396409737
183,184,24,2008-05-15 09:48:03,(840.9295654296875-33.37007141113281j),(316.32586669921875-84.45939636230469j),(0.16687700415038179-0.1267011634814151j),(0.08089822051932768-0.0005563946317242252j),0.05487289835073646,0.08114313792394433
184,185,24,2008-05-15 11:10:28,(840.1028442382812-29.784772872924805j),(317.248779296875-87.51765441894531j),(0.16878004740781724-0.12449976339769078j),(0.07891767745930794-0.001065765361430874j),0.05828419298726298,0.07844622962445755
185,186,24,2008-05-15 14:38:58,(841.6898193359375-32.590049743652344j),(314.8084411621094-88.1832504272461j),(0.17092552031543068-0.12653041826824404j),(0.08197872081962766-0.0009771141864895272j),0.0568991758337347,0.07887220766486298
186,187,24,2008-05-15 16:01:23,(838.8239135742188-33.220699310302734j),(316.452880859375-86.77454376220703j),(0.16626963917137683-0.1250102907237133j),(0.07689329172506941-0.0001489745997303303j),0.05428987712099985,0.07797181026914603
187,188,24,2008-05-15 19:24:46,(842.7456665039062-31.84510040283203j),(316.37799072265625-86.7842025756836j),(0.16939342233750931-0.12509587982096437j),(0.08048716322167641-0.0012103368464592384j),0.05574285095910161,0.08005685613579032
188,189,24,2008-05-15 20:47:12,(836.95458984375-30.755273818969727j),(320.6335144042969-88.474365234375j),(0.1668533342255254-0.12403791524853067j),(0.07904514863811034-0.0008114954090882396j),0.056765631832907296,0.0783665633777987
189,190,24,2008-05-16 00:09:33,(839.8601684570312-30.955745697021484j),(315.8926086425781-87.50875854492188j),(0.16898995267391917-0.1258126439332314j),(0.07932079904276924-0.0011308847340444062j),0.05446434802277253,0.07791983537472322
190,191,24,2008-05-16 22:28:31,(841.6129150390625-30.400362014770508j),(315.962646484375-89.30728149414062j),(0.17032027392886723-0.12489268720455297j),(0.08225755041115569-0.0009925758255127j),0.05968120820514389,0.07951493628212278
191,192,24,2008-05-17 02:00:12,(841.48779296875-31.512859344482422j),(316.4372253417969-86.99517822265625j),(0.16937162316359883-0.12620884619100212j),(0.08080261350591648-0.00029442756049905526j),0.05604258367132115,0.07991327205972212
192,193,24,2008-05-17 03:22:47,(843.2224731445312-30.525041580200195j),(316.1072998046875-88.28828430175781j),(0.16857181741387803-0.1245805098608012j),(0.07997761739800205-0.0003574293409808588j),0.057541452922451095,0.08149127802203272
193,194,24,2008-05-17 06:53:18,(841.3101196289062-32.70757293701172j),(316.6672058105469-85.9304428100586j),(0.17015575333914137-0.12546294898091753j),(0.08345939767835249-0.0015633729383213223j),0.05719697967170129,0.08185319457580625
194,195,24,2008-05-17 08:15:45,(844.0130615234375-32.13231658935547j),(312.8402099609375-86.30195617675781j),(0.16870106455457928-0.12538981401126648j),(0.07906387536701898-0.0004691586480870197j),0.056906824959249674,0.0800043038139232
195,196,24,2008-05-17 11:49:14,(845.114013671875-33.20425033569336j),(313.95635986328125-86.97281646728516j),(0.17150794444746814-0.12578509440779884j),(0.08219614111347429-0.0007451577297629059j),0.05533954029001459,0.08086669055606474
196,197,24,2008-05-17 13:11:30,(842.3375854492188-31.895259857177734j),(316.2060852050781-86.27886962890625j),(0.16898528501143975-0.12547949191524277j),(0.08173960320833719-0.00046272576695987396j),0.05670268214391647,0.08127758920341213
197,198,24,2008-05-17 16:43:35,(842.1376953125-32.94789123535156j),(315.7649230957031-85.51384735107422j),(0.16838222256904067-0.12705237159786661j),(0.08174964506571819+5.852404401784784e-05j),0.057050602535577005,0.08153840356165401
198,199,24,2008-05-17 18:05:53,(841.00146484375-30.07294273376465j),(316.7753601074219-89.83404541015625j),(0.1692275453014154-0.12428216209786652j),(0.07843466481927858-0.0015119582269470517j),0.05753505401536875,0.07713077542429995
199,200,24,2008-05-17 21:38:49,(843.4676513671875-32.72998809814453j),(315.25872802734375-86.12730407714844j),(0.16960471349141296-0.12600502517242113j),(0.08332847178062124-0.00030938115201895706j),0.0577616170406075,0.0820660023586674
200,201,24,2008-05-17 23:00:48,(844.1989135742188-32.60383987426758j),(314.259033203125-84.97250366210938j),(0.16924437847835866-0.12555333968231217j),(0.07980288128009615-0.0010906449409067637j),0.057686948907810176,0.08022088362573354
201,202,24,2008-05-18 02:33:17,(843.3135986328125-31.569509506225586j),(314.13507080078125-87.42761993408203j),(0.16918129991217357-0.12608044336333155j),(0.08200498664108176-0.0008384801831508276j),0.057585488535843915,0.08293347770359485
202,203,24,2008-05-18 03:55:17,(841.1824951171875-31.236709594726562j),(317.6488037109375-87.62738800048828j),(0.16876642696476685-0.12530940497442566j),(0.08085024884601243-0.0008395039253146503j),0.05770347788466892,0.08126925834885164
203,204,24,2008-05-18 07:28:48,(845.2471313476562-33.32427215576172j),(312.61395263671875-84.6957015991211j),(0.1696638173208164-0.1258414326309353j),(0.08493389162650125-0.0009826601566046706j),0.05670666348649182,0.08268806521788226
204,205,24,2008-05-18 08:50:48,(842.6497802734375-32.894718170166016j),(314.2111511230469-85.02827453613281j),(0.16922552181921835-0.1265563029854635j),(0.08174735135303487-0.0005783875937689921j),0.05723155595298293,0.0826950250965445
205,206,24,2008-05-18 12:12:46,(845.8965454101562-31.95068359375j),(312.6860656738281-86.76779174804688j),(0.17182449747754922-0.12635266198831913j),(0.08498326260565874-0.000865414011987629j),0.05871571908588068,0.08294174003043774
206,207,24,2008-05-18 13:34:37,(842.479248046875-30.26480484008789j),(315.74273681640625-87.99149322509766j),(0.17006282302800868-0.12422822232473706j),(0.08107793162108518-0.0010637059973783555j),0.05786085013264919,0.08079562408415836
207,208,24,2008-05-18 17:04:27,(844.9356689453125-34.970909118652344j),(312.1626281738281-81.9610824584961j),(0.16880408845256617-0.12745638186620636j),(0.08244368811973404-0.001549869174412286j),0.057109751399146834,0.08239034528661737
208,209,24,2008-05-18 18:26:10,(842.6264038085938-33.49851989746094j),(314.8218688964844-84.69992065429688j),(0.16852149315565626-0.1257160161336872j),(0.08258818391532283-0.0011837646603635834j),0.057511140154939196,0.08182855408185172
209,210,24,2008-05-18 21:59:40,(843.378662109375-32.25877380371094j),(316.1622009277344-85.19624328613281j),(0.16918241501811307-0.1263099062636218j),(0.08177818211753868-0.0003436150250908551j),0.05701776890792207,0.0816566640960627
210,211,24,2008-05-18 23:21:28,(841.9605102539062-31.54032325744629j),(316.6311950683594-88.83457946777344j),(0.16945343249171785-0.12380492022274381j),(0.08020028985011543-0.0012259523651149747j),0.05818081028754896,0.08248706088939217
211,212,24,2008-05-19 02:55:02,(845.9876098632812-31.481447219848633j),(312.7188415527344-87.46231079101562j),(0.171540534636444-0.12651259059848405j),(0.08628236113264122-0.0010327781861304997j),0.05771468674207234,0.08397428323884612
212,213,24,2008-05-19 04:16:50,(844.273193359375-33.62255096435547j),(313.413818359375-85.620361328125j),(0.16970205414927647-0.12593148444601687j),(0.08369638246253326-0.0015239236174809463j),0.057554341890008825,0.08219829115379546
213,214,24,2008-05-19 07:49:12,(846.15673828125-32.52186584472656j),(312.9593505859375-84.66242980957031j),(0.16948403565958498-0.12667842482077663j),(0.08260924143790987-0.00022033209591531855j),0.0568683507839505,0.08373541370295104
214,215,24,2008-05-20 02:06:32,(841.1400146484375-31.694265365600586j),(316.63641357421875-86.42457580566406j),(0.1696729817533522-0.12448468452129491j),(0.0793587957555646-0.0007083833307336524j),0.06009510252454094,0.07958025942701291
215,216,24,2008-05-20 05:40:03,(840.9773559570312-32.49226379394531j),(313.9872741699219-86.43589782714844j),(0.1686658431526344-0.1256768711083812j),(0.07955007791518835-0.0008211651688177052j),0.0546567857524269,0.08196905646669346
216,217,24,2008-05-20 07:01:47,(844.2501220703125-31.10446548461914j),(314.81536865234375-87.25322723388672j),(0.16979360199342217-0.1254866413487093j),(0.08088527910488867-0.0003752724686525832j),0.05600939306983416,0.08238368438591265
217,218,24,2008-05-20 10:35:19,(842.6808471679688-33.89349365234375j),(313.52508544921875-86.14697265625j),(0.1703168947785953-0.12582675801438567j),(0.08340541497138583-0.0014824380303401874j),0.05855396288691582,0.0817127037862085
218,219,24,2008-05-20 11:56:55,(844.968994140625-30.35849952697754j),(313.4942321777344-88.5483627319336j),(0.1699897748265928-0.12434896663213305j),(0.08230333206324558-0.0004820678099009352j),0.05716927145517217,0.08220383699971687
219,220,24,2008-05-20 15:25:23,(844.9067993164062-33.34911346435547j),(313.29974365234375-83.00106048583984j),(0.17001882294535858-0.12756940388180046j),(0.083453429425191-0.0008624704146552156j),0.058279853382820955,0.08282201995515953
220,221,24,2008-05-20 16:46:59,(849.59033203125-34.769744873046875j),(308.3644714355469-84.29463958740234j),(0.1705391637046182-0.12686575622168428j),(0.0891890565503452-0.001372103252985585j),0.06391487439073515,0.08730430672192088
221,222,24,2008-05-20 20:18:35,(851.36865234375-35.70604705810547j),(306.1084289550781-82.09754180908203j),(0.16888112365658603-0.12782237359070214j),(0.09083417498654692-0.0008839618883965029j),0.06554333401316845,0.08712630369162297
222,223,24,2008-05-20 21:40:11,(846.1983642578125-32.616363525390625j),(310.98480224609375-85.555908203125j),(0.1712635481520261-0.12606550436514782j),(0.08801374090366054-0.00104646869123484j),0.06305909149270444,0.08573561975109256
223,224,24,2008-05-21 01:07:35,(852.425537109375-37.439842224121094j),(306.097900390625-81.28804016113281j),(0.16782985770795536-0.12753829631040745j),(0.08865401116603674-0.00022026827925216759j),0.06343709105065118,0.08961239735080084
224,225,24,2008-05-21 02:29:02,(850.4139404296875-32.36357879638672j),(309.89044189453125-86.06387329101562j),(0.17126624685015188-0.125029138548772j),(0.08971002684047809-0.0012138048014691245j),0.06464924767693998,0.08956183369238867
225,226,24,2008-05-21 05:52:23,(851.6996459960938-36.55692672729492j),(307.6329040527344-82.32722473144531j),(0.16894264898479328-0.1281779735523634j),(0.09027837730728433-0.0003359372828274188j),0.064090710272644,0.08923128682926011
226,227,24,2008-05-21 07:13:41,(848.64404296875-32.03410339355469j),(308.0179748535156-86.21261596679688j),(0.17020888585696992-0.12593926459774135j),(0.08750105363350168-0.0010189001471827604j),0.06341897509984018,0.08798070573782549
227,228,24,2008-05-21 10:46:01,(852.452880859375-36.4041862487793j),(306.3820495605469-82.47671508789062j),(0.16924655892917861-0.12774626266839403j),(0.08855976632138124-0.0006581130800422593j),0.0649449108692077,0.0882787478820197
228,229,24,2008-05-21 12:07:20,(850.93505859375-35.476566314697266j),(306.75372314453125-82.59262084960938j),(0.17006800795694746-0.12629043664743883j),(0.08998498101680162-0.0008439559146839457j),0.06404659499126542,0.08969255599053269
229,230,24,2008-05-21 15:38:16,(850.4545288085938-36.47655487060547j),(305.89654541015625-82.11433410644531j),(0.1704140170422228-0.12831604465072174j),(0.09214055929679485-0.0008811849744746486j),0.06309122315038551,0.09066468210852158
230,231,24,2008-05-21 16:59:36,(850.0657958984375-33.77509307861328j),(308.32098388671875-83.08683013916016j),(0.1698581013150997-0.1264699099136356j),(0.08467519706386346-0.0009420426500656806j),0.06435127573332249,0.08733673232133125
231,232,24,2008-05-21 20:30:05,(852.59619140625-37.39960861206055j),(305.67608642578125-81.76187896728516j),(0.16973503087234934-0.12869962103559768j),(0.09058076484764473-0.0012479007207294016j),0.0635675339735441,0.09036756488030863
232,233,24,2008-05-21 21:51:16,(849.118896484375-33.93122100830078j),(309.1358642578125-83.81816864013672j),(0.16966183404687862-0.1260238776922628j),(0.08942077481948657-0.0016715460866930081j),0.06591948382872609,0.08850648431782984
233,234,24,2008-05-22 01:10:54,(855.1053466796875-35.617305755615234j),(302.6959228515625-80.94105529785156j),(0.16776554155495765-0.12677187654383298j),(0.08924939669653463-0.001754260274559116j),0.06354297240865986,0.08993700983227765
234,235,24,2008-05-22 02:32:06,(848.860595703125-34.413856506347656j),(308.4880065917969-84.1779556274414j),(0.17213836197276677-0.12690588449203088j),(0.09005564498626192-0.0006755549637454469j),0.0649977419450826,0.08918839817199381
235,236,24,2008-05-22 06:00:35,(851.8257446289062-35.753173828125j),(305.1029968261719-81.90950012207031j),(0.16918405722764435-0.12653756839519856j),(0.08898285675809782-0.0009439681206206553j),0.06362757826786986,0.09244959245559134
236,237,24,2008-05-22 07:21:37,(850.94189453125-33.86216354370117j),(307.1083068847656-84.03398895263672j),(0.1712306316763135-0.12744534780488118j),(0.0907639941094247-0.0013143466932774364j),0.0659153562053605,0.08881959919920622
237,238,24,2008-05-22 10:51:17,(854.1050415039062-37.84114074707031j),(303.2632751464844-81.253173828125j),(0.1663701326953963-0.1272017036108246j),(0.09038516000734648-0.0010141017774248353j),0.06590148740383334,0.09003267092142803
238,239,24,2008-05-22 12:12:19,(851.1812744140625-34.10624694824219j),(307.0299987792969-83.46507263183594j),(0.16986298876665903-0.1255123372649774j),(0.09089348774602056-0.0011290797767144435j),0.06514267045890823,0.08999845498726056
239,240,24,2008-05-22 15:45:53,(853.44384765625-37.17790603637695j),(305.3164978027344-82.47942352294922j),(0.16950462726474985-0.127129501575387j),(0.0950703808670702-0.0012738925977127656j),0.06434871776064219,0.09283376873093901
240,241,24,2008-05-22 17:06:57,(850.2404174804688-36.68830108642578j),(305.62506103515625-82.56915283203125j),(0.169219348204908-0.12691647425044j),(0.08889167811316773-0.0001378728629911121j),0.06518183738180343,0.09083905346760647
241,242,24,2008-05-22 20:27:44,(853.3856811523438-36.28093719482422j),(304.61627197265625-82.12638854980469j),(0.1692850920140931-0.12743908864943462j),(0.09324376116947972-0.001740121683517455j),0.06476902315692028,0.09121990458691583
242,243,24,2008-05-22 21:48:39,(847.7261352539062-34.635101318359375j),(309.33111572265625-85.29837799072266j),(0.17128348461445728-0.12605442156513397j),(0.08814679290601687-0.0006616416788248274j),0.063543167392366,0.08852778068820681
243,244,24,2008-05-23 11:41:10,(851.306396484375-36.88451385498047j),(304.6358337402344-81.8912124633789j),(0.1695704392703317-0.12803667197425883j),(0.09316978053376392-0.0012303751012938218j),0.06353069093235883,0.09116725503746168
244,245,24,2008-05-23 13:02:15,(850.283203125-35.56733703613281j),(307.7489318847656-83.64509582519531j),(0.16904597445477507-0.1266811120162705j),(0.08926607690450927-0.0012630433303966828j),0.06422481176747886,0.087404820535234
245,246,24,2008-05-23 21:03:54,(851.248291015625-35.46982955932617j),(306.099365234375-84.03744506835938j),(0.17077765043941676-0.12636017330048702j),(0.08821845654537858-0.0010917917522724637j),0.06415912257007907,0.09032883849831895
246,247,24,2008-05-24 00:37:15,(851.6906127929688-37.8746337890625j),(306.0946044921875-80.40412902832031j),(0.16773041242965522-0.12980437646073933j),(0.0896874219397819-0.0006710233337339057j),0.06643642479689273,0.08671624569408547
247,248,24,2008-05-24 01:58:28,(847.826171875-33.10259246826172j),(308.017333984375-85.51165771484375j),(0.17137672142360835-0.12579461404062767j),(0.08939585329881884-0.000650147215468703j),0.0634542700643541,0.08768736146246846
248,249,24,2008-05-24 05:28:14,(849.0054321289062-34.374820709228516j),(307.9353942871094-82.5376968383789j),(0.16953868040419445-0.12685863270048597j),(0.08965902630321274-0.001323997615693716j),0.06329811599005293,0.0883740485896972
